,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate,h_county,year,h_tract,paradise
25814,60070035014001,196,37,107,52,40,61,95,18,0,5,13,21,4,23,5,4,3,1,4,1,7,28,30,2,10,10,7,175,2,1,14,0,4,145,51,31,28,50,50,102,94,20230321,6007,2020,600700350,0
25815,60070035014002,27,8,17,2,7,9,11,4,0,0,3,1,2,4,0,0,0,0,1,0,1,3,2,0,1,1,4,23,0,0,2,0,2,19,8,6,2,7,4,12,15,20230321,6007,2020,600700350,0
25816,60070035014003,22,7,11,4,7,8,7,3,0,1,1,1,0,1,0,0,1,0,1,0,1,1,4,1,4,0,2,16,1,0,3,0,2,14,8,1,3,9,2,14,8,20230321,6007,2020,600700350,0
25817,60070035014004,89,15,52,22,25,22,42,6,0,0,3,9,2,8,1,1,0,1,1,0,3,18,20,0,4,2,10,80,0,0,7,0,2,65,24,11,19,28,16,48,41,20230321,6007,2020,600700350,0
25818,60070035014005,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,20230321,6007,2020,600700350,0
25819,60070035021000,26,11,10,5,7,13,6,4,0,0,1,4,1,4,1,0,0,0,0,0,2,0,2,1,4,0,2,25,0,0,1,0,0,6,20,4,5,6,0,15,11,20230321,6007,2020,600700350,0
25820,60070035021001,5,2,3,0,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,3,1,1,1,0,0,5,20230321,6007,2020,600700350,0
25821,60070035021002,33,9,13,11,7,15,11,2,0,1,4,1,3,7,0,0,0,0,1,0,2,3,5,0,1,1,2,32,0,0,0,0,1,18,15,5,3,10,6,17,16,20230321,6007,2020,600700350,0
25822,60070035021003,15,5,7,3,2,9,4,0,0,2,1,3,0,1,0,1,0,0,2,0,0,1,2,0,1,0,1,15,0,0,0,0,0,12,3,0,4,5,1,9,6,20230321,6007,2020,600700350,0
25823,60070035021004,47,11,26,10,10,24,13,7,0,1,1,7,1,3,3,1,1,0,0,1,1,6,4,1,6,2,1,46,0,0,0,0,1,32,15,10,9,8,9,23,24,20230321,6007,2020,600700350,0
25824,60070035021005,8,2,2,4,3,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,2,8,0,0,0,0,0,7,1,2,2,1,1,5,3,20230321,6007,2020,600700350,0
25825,60070035021007,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,1,1,20230321,6007,2020,600700350,0
25826,60070035021008,16,3,6,7,3,6,7,3,0,0,2,1,0,0,0,0,1,0,0,0,2,1,3,1,1,1,0,15,0,0,1,0,0,11,5,3,2,8,0,9,7,20230321,6007,2020,600700350,0
25827,60070035021012,7,0,5,2,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,6,0,1,0,0,0,4,3,1,1,4,1,4,3,20230321,6007,2020,600700350,0
25828,60070035021013,4,1,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,3,1,0,1,1,1,3,1,20230321,6007,2020,600700350,0
25829,60070035021017,5,2,3,0,1,3,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,1,2,0,0,2,3,20230321,6007,2020,600700350,0
25830,60070035021018,5,2,1,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,4,0,0,0,0,1,2,3,0,0,1,2,2,3,20230321,6007,2020,600700350,0
25831,60070035021019,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,2,0,20230321,6007,2020,600700350,0
25832,60070035021020,11,4,4,3,3,7,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,3,11,0,0,0,0,0,8,3,2,2,2,1,5,6,20230321,6007,2020,600700350,0
25833,60070035021021,19,4,9,6,7,9,3,3,0,0,0,1,0,3,1,0,0,0,1,0,1,1,4,0,3,1,0,18,0,0,1,0,0,14,5,4,2,6,3,12,7,20230321,6007,2020,600700350,0
25834,60070035021022,12,3,8,1,4,4,4,3,0,0,1,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,1,12,0,0,0,0,0,7,5,4,2,1,2,6,6,20230321,6007,2020,600700350,0
25835,60070035021023,22,2,8,12,2,9,11,1,0,0,1,2,1,3,0,1,3,0,0,0,0,2,5,0,2,0,1,20,0,1,1,0,0,20,2,2,6,6,6,10,12,20230321,6007,2020,600700350,0
25836,60070035021024,5,1,2,2,1,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,4,1,1,0,3,0,4,1,20230321,6007,2020,600700350,0
25837,60070035021025,5,2,3,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,1,0,0,5,0,3,0,0,0,4,1,20230321,6007,2020,600700350,0
25838,60070035021027,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,20230321,6007,2020,600700350,0
25839,60070035021028,61,10,32,19,15,20,26,8,0,0,3,2,2,6,0,0,4,2,0,1,3,7,14,2,5,0,2,59,0,2,0,0,0,38,23,15,11,16,9,32,29,20230321,6007,2020,600700350,0
25840,60070035021029,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,2,20230321,6007,2020,600700350,0
25841,60070035021034,3,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,1,1,1,0,0,0,3,20230321,6007,2020,600700350,0
25842,60070035021035,10,5,5,0,5,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,0,1,10,0,0,0,0,0,7,3,2,2,0,1,6,4,20230321,6007,2020,600700350,0
25843,60070035021040,3,0,0,3,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,1,0,2,0,3,0,20230321,6007,2020,600700350,0
25844,60070035021047,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20230321,6007,2020,600700350,0
25845,60070035021048,5,2,2,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,2,0,0,0,0,5,1,1,1,0,2,3,20230321,6007,2020,600700350,0
25846,60070035021053,8,2,5,1,2,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,2,1,5,0,0,1,0,2,5,3,2,3,1,0,3,5,20230321,6007,2020,600700350,0
25847,60070035021054,4,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4,0,0,0,0,0,3,1,1,0,1,1,1,3,20230321,6007,2020,600700350,0
25848,60070035021055,8,2,4,2,2,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,7,0,0,0,0,1,5,3,1,2,2,1,4,4,20230321,6007,2020,600700350,0
25849,60070035021056,4,0,4,0,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2,2,1,0,2,1,3,1,20230321,6007,2020,600700350,0
25850,60070035021057,6,1,4,1,2,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,4,2,2,0,2,1,2,4,20230321,6007,2020,600700350,0
25851,60070035021058,8,1,6,1,3,1,4,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,8,0,0,0,0,0,8,0,0,1,3,3,4,4,20230321,6007,2020,600700350,0
25852,60070035021059,15,4,7,4,5,4,6,1,0,0,1,1,0,2,1,0,0,0,0,0,0,1,2,2,3,0,1,14,0,1,0,0,0,2,13,3,1,4,3,5,10,20230321,6007,2020,600700350,0
25853,60070035021060,15,4,5,6,5,5,5,1,0,0,2,2,2,1,0,0,1,0,1,0,1,1,1,0,2,0,0,14,0,0,1,0,0,9,6,3,3,3,2,8,7,20230321,6007,2020,600700350,0
25854,60070035021061,5,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,1,0,0,1,4,1,0,1,0,2,3,2,20230321,6007,2020,600700350,0
25855,60070035021062,5,2,2,1,0,2,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,1,2,0,3,2,20230321,6007,2020,600700350,0
25856,60070035021063,6,1,2,3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,6,0,0,0,0,0,6,0,1,2,1,1,2,4,20230321,6007,2020,600700350,0
25857,60070035022001,4,0,3,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,2,2,2,2,0,0,1,3,20230321,6007,2020,600700350,0
25858,60070035022002,8,2,3,3,3,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,1,7,1,0,0,0,0,5,3,2,1,2,1,3,5,20230321,6007,2020,600700350,0
25859,60070035022004,12,8,3,1,2,7,3,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,0,3,11,0,0,0,0,1,6,6,0,3,1,0,7,5,20230321,6007,2020,600700350,0
25860,60070035022005,5,2,1,2,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,2,0,0,0,0,4,1,1,1,1,0,3,2,20230321,6007,2020,600700350,0
25861,60070035022006,10,3,4,3,5,4,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,1,0,0,8,0,0,1,1,0,4,6,4,2,1,0,1,9,20230321,6007,2020,600700350,0
25862,60070035022008,44,8,24,12,13,17,14,8,0,0,4,5,1,6,2,0,1,1,1,1,4,3,2,0,4,1,0,43,0,0,1,0,0,20,24,10,9,11,6,21,23,20230321,6007,2020,600700350,0
25863,60070035022009,13,3,8,2,4,3,6,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,2,0,4,13,0,0,0,0,0,10,3,1,3,4,2,8,5,20230321,6007,2020,600700350,0
25864,60070035022010,19,3,9,7,4,9,6,3,0,0,1,1,0,1,0,0,0,0,0,0,0,5,3,0,1,0,4,19,0,0,0,0,0,8,11,3,7,3,3,5,14,20230321,6007,2020,600700350,0
25865,60070035022012,17,3,8,6,1,12,4,1,0,0,2,2,1,1,1,0,0,0,0,0,1,2,1,0,2,1,2,16,0,0,0,0,1,5,12,6,2,5,1,9,8,20230321,6007,2020,600700350,0
25866,60070035022013,10,2,7,1,1,4,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,10,0,0,0,0,0,9,1,0,1,5,2,2,8,20230321,6007,2020,600700350,0
25867,60070035022014,21,6,11,4,2,8,11,2,1,1,3,3,2,2,1,0,0,0,0,0,1,0,3,0,2,0,0,21,0,0,0,0,0,11,10,3,3,6,3,16,5,20230321,6007,2020,600700350,0
25868,60070035022015,19,6,10,3,7,8,4,0,0,1,0,1,1,5,0,0,0,0,0,0,1,2,5,0,2,0,1,19,0,0,0,0,0,5,14,3,4,2,4,11,8,20230321,6007,2020,600700350,0
25869,60070035022016,10,1,4,5,6,1,3,4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,5,5,3,2,1,3,5,5,20230321,6007,2020,600700350,0
25870,60070035022017,11,5,5,1,2,6,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,3,1,1,0,0,11,0,0,0,0,0,2,9,3,2,0,1,5,6,20230321,6007,2020,600700350,0
25871,60070035022018,6,1,2,3,0,2,4,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,1,6,0,0,2,1,2,1,5,20230321,6007,2020,600700350,0
25872,60070035022019,14,2,11,1,4,6,4,3,0,0,3,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,1,14,0,0,0,0,0,10,4,2,3,4,3,8,6,20230321,6007,2020,600700350,0
25873,60070035022020,10,2,4,4,0,6,4,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,0,0,1,2,9,0,1,0,0,0,8,2,0,1,7,0,6,4,20230321,6007,2020,600700350,0
25874,60070035022021,18,6,9,3,7,7,4,1,0,0,2,5,0,1,0,0,0,0,0,0,1,2,2,0,2,1,1,16,1,1,0,0,0,6,12,5,1,4,2,11,7,20230321,6007,2020,600700350,0
25875,60070035022022,54,19,24,11,17,23,14,7,0,0,4,8,1,6,0,0,1,0,1,1,1,4,11,1,5,1,2,52,0,1,0,0,1,17,37,17,9,4,5,29,25,20230321,6007,2020,600700350,0
25876,60070035022023,14,2,10,2,5,4,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,4,0,1,13,0,1,0,0,0,4,10,4,1,5,2,5,9,20230321,6007,2020,600700350,0
25877,60070035022024,17,5,7,5,5,5,7,3,0,1,1,1,1,0,2,0,1,0,2,0,0,3,2,0,0,0,0,15,0,1,1,0,0,9,8,2,5,4,1,8,9,20230321,6007,2020,600700350,0
25878,60070035022025,10,4,5,1,3,3,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,9,0,0,0,0,1,5,5,1,1,4,0,5,5,20230321,6007,2020,600700350,0
25879,60070035022026,8,0,2,6,5,1,2,1,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,7,1,2,4,0,2,4,4,20230321,6007,2020,600700350,0
25880,60070035022027,12,1,5,6,3,2,7,3,0,0,1,2,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,10,0,0,2,0,0,11,1,1,5,2,3,8,4,20230321,6007,2020,600700350,0
25881,60070035022028,26,6,13,7,6,12,8,6,0,0,0,0,1,2,2,0,0,1,0,0,0,1,7,0,4,0,2,23,0,0,3,0,0,7,19,6,3,7,4,17,9,20230321,6007,2020,600700350,0
25882,60070035022029,15,9,5,1,6,6,3,1,0,0,0,3,1,0,0,0,0,0,0,0,1,3,2,0,1,3,0,13,0,0,1,0,1,4,11,2,0,4,0,5,10,20230321,6007,2020,600700350,0
25883,60070035022030,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,20230321,6007,2020,600700350,0
25884,60070035022031,2,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,1,1,20230321,6007,2020,600700350,0
25885,60070035023000,13,5,6,2,2,6,5,0,1,0,2,0,0,2,0,0,0,0,1,0,1,1,2,0,2,1,0,12,0,0,1,0,0,6,7,2,3,3,0,8,5,20230321,6007,2020,600700350,0
25886,60070035023001,7,0,4,3,2,1,4,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,4,3,1,1,3,2,5,2,20230321,6007,2020,600700350,0
25887,60070035023002,10,3,6,1,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,1,1,10,0,0,0,0,0,4,6,3,1,3,0,4,6,20230321,6007,2020,600700350,0
25888,60070035023003,17,6,8,3,5,4,8,3,0,0,1,1,0,2,0,0,0,0,0,1,0,1,1,0,6,0,1,14,0,2,0,0,1,5,12,3,2,4,2,9,8,20230321,6007,2020,600700350,0
25889,60070035023004,20,7,10,3,5,7,8,1,0,0,2,4,0,3,0,0,0,0,1,0,1,4,3,1,0,0,0,18,1,1,0,0,0,7,13,6,3,4,0,10,10,20230321,6007,2020,600700350,0
25890,60070035023005,27,5,14,8,5,11,11,2,0,0,4,1,1,2,1,0,1,0,0,0,0,6,1,0,5,1,2,25,0,0,0,0,2,19,8,3,4,11,4,12,15,20230321,6007,2020,600700350,0
25891,60070035023006,15,3,8,4,4,5,6,2,0,0,1,2,0,1,1,1,0,0,0,0,0,3,0,0,2,1,1,13,0,0,1,0,1,7,8,6,1,0,5,6,9,20230321,6007,2020,600700350,0
25892,60070035023007,10,2,8,0,4,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,3,0,1,8,0,0,2,0,0,5,5,2,3,2,1,4,6,20230321,6007,2020,600700350,0
25893,60070035023008,11,7,3,1,3,5,3,1,0,0,2,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,1,11,0,0,0,0,0,2,9,0,2,2,0,4,7,20230321,6007,2020,600700350,0
25894,60070035023009,19,6,9,4,3,8,8,1,0,1,1,1,0,1,1,1,0,0,0,1,2,1,3,0,1,2,2,18,0,0,1,0,0,11,8,3,4,3,3,10,9,20230321,6007,2020,600700350,0
25895,60070035023010,22,5,16,1,5,8,9,3,0,0,1,1,0,2,0,0,2,0,0,1,1,1,4,0,4,0,2,18,0,1,3,0,0,6,16,10,1,3,3,11,11,20230321,6007,2020,600700350,0
25896,60070035023011,8,4,2,2,2,2,4,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,7,0,0,0,0,1,3,5,1,1,2,0,4,4,20230321,6007,2020,600700350,0
25897,60070035023012,11,3,5,3,4,3,4,2,0,0,0,0,0,4,1,0,0,1,0,0,2,1,0,0,0,0,0,8,0,1,1,0,1,3,8,2,2,4,0,8,3,20230321,6007,2020,600700350,0
25898,60070035023013,13,6,6,1,4,4,5,1,0,0,0,1,0,2,0,0,0,0,1,0,1,2,2,0,2,0,1,12,0,0,1,0,0,4,9,4,2,0,1,7,6,20230321,6007,2020,600700350,0
25899,60070035023014,25,5,14,6,9,8,8,5,0,0,0,2,1,3,0,1,1,0,3,0,1,1,2,0,4,1,0,23,0,2,0,0,0,6,19,11,3,3,3,15,10,20230321,6007,2020,600700350,0
25900,60070035023015,11,2,6,3,6,2,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,4,0,0,11,0,0,0,0,0,5,6,3,3,3,0,6,5,20230321,6007,2020,600700350,0
25901,60070035023016,9,4,3,2,5,4,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,9,0,0,0,0,0,2,7,3,2,0,0,4,5,20230321,6007,2020,600700350,0
25902,60070035023017,21,3,13,5,5,5,11,3,0,1,2,3,2,0,0,1,0,0,1,0,2,1,2,0,1,0,2,21,0,0,0,0,0,4,17,6,7,2,3,10,11,20230321,6007,2020,600700350,0
25903,60070035023018,19,5,11,3,4,6,9,2,0,0,0,4,0,2,1,1,0,1,0,1,2,2,2,0,1,0,0,18,0,1,0,0,0,3,16,5,3,1,5,8,11,20230321,6007,2020,600700350,0
25904,60070035023019,18,1,13,4,8,2,8,7,0,0,1,2,0,0,0,0,0,0,0,0,2,1,2,0,2,0,1,16,0,0,1,1,0,7,11,5,4,6,2,9,9,20230321,6007,2020,600700350,0
25905,60070035023020,15,4,7,4,1,8,6,5,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,2,15,0,0,0,0,0,2,13,4,4,1,2,9,6,20230321,6007,2020,600700350,0
25906,60070035023021,16,5,6,5,6,6,4,4,0,0,1,1,0,0,0,0,1,0,2,0,0,2,2,0,2,1,0,9,1,0,6,0,0,13,3,3,2,3,3,9,7,20230321,6007,2020,600700350,0
25907,60070035023022,18,6,10,2,7,7,4,5,0,0,0,4,1,0,1,0,0,0,0,0,0,1,4,0,0,0,2,18,0,0,0,0,0,2,16,5,3,4,0,10,8,20230321,6007,2020,600700350,0
25908,60070035023023,25,5,16,4,5,9,11,2,0,0,1,2,1,5,1,0,0,0,0,0,2,2,5,0,1,0,3,24,0,0,1,0,0,5,20,6,7,2,5,11,14,20230321,6007,2020,600700350,0
25909,60070035024000,154,45,75,34,40,66,48,20,0,1,7,15,3,9,5,0,4,1,0,0,9,20,26,1,22,6,5,143,1,4,3,0,3,48,106,46,23,26,14,75,79,20230321,6007,2020,600700350,0
25910,60070035024001,15,6,5,4,5,7,3,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,6,0,2,0,2,12,1,1,1,0,0,10,5,1,4,3,1,8,7,20230321,6007,2020,600700350,0
25911,60070035024002,81,20,36,25,11,40,30,11,0,0,6,10,4,7,4,0,0,0,0,1,4,6,8,0,9,3,8,78,0,0,2,0,1,51,30,11,16,22,12,45,36,20230321,6007,2020,600700350,0
25912,60070035024003,14,7,6,1,3,8,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,5,0,1,1,2,12,0,0,1,0,1,7,7,2,3,2,0,5,9,20230321,6007,2020,600700350,0
25913,60070035024004,26,6,14,6,11,7,8,3,0,0,0,6,0,0,2,1,1,0,1,1,3,2,4,0,2,0,0,24,0,2,0,0,0,10,16,5,5,4,6,15,11,20230321,6007,2020,600700350,0
25914,60070035024005,12,3,5,4,2,3,7,3,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,1,1,0,9,1,0,0,0,2,9,3,1,1,4,3,9,3,20230321,6007,2020,600700350,0
25915,60070035024006,16,4,7,5,3,9,4,3,0,0,0,0,0,3,2,0,1,0,0,0,0,2,4,0,0,1,0,14,0,0,2,0,0,11,5,2,2,8,0,8,8,20230321,6007,2020,600700350,0
25916,60070035024007,4,0,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,4,0,0,1,3,0,1,3,20230321,6007,2020,600700350,0
25917,60070035024008,13,4,6,3,2,7,4,2,0,0,1,0,1,1,0,0,0,2,0,0,1,0,3,0,1,0,1,12,1,0,0,0,0,12,1,5,2,2,0,8,5,20230321,6007,2020,600700350,0
25918,60070035024009,58,13,34,11,13,24,21,4,0,1,3,5,4,5,2,0,1,2,1,0,1,4,12,0,6,1,6,52,1,0,3,0,2,49,9,7,11,11,16,27,31,20230321,6007,2020,600700350,0
25919,60070035024011,20,6,7,7,5,9,6,3,0,0,2,1,0,2,0,1,0,0,0,1,2,4,2,0,0,1,1,19,0,0,1,0,0,13,7,4,2,4,4,9,11,20230321,6007,2020,600700350,0
25920,60070035024012,8,3,3,2,4,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,0,0,0,6,2,2,0,2,1,4,4,20230321,6007,2020,600700350,0
25921,60070035024013,14,1,9,4,2,4,8,2,0,1,2,2,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,11,0,1,2,0,0,12,2,3,2,5,3,9,5,20230321,6007,2020,600700350,0
25922,60070035024014,9,2,6,1,0,3,6,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,1,1,0,8,0,0,0,0,1,4,5,2,1,3,1,5,4,20230321,6007,2020,600700350,0
25923,60070035024015,13,4,5,4,2,6,5,2,0,1,0,3,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,12,0,0,1,0,0,8,5,0,3,3,3,7,6,20230321,6007,2020,600700350,0
25924,60070035024016,11,5,3,3,4,4,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,3,0,1,0,1,10,1,0,0,0,0,5,6,1,1,2,2,4,7,20230321,6007,2020,600700350,0
25925,60070035024017,20,4,13,3,8,6,6,3,0,0,0,3,3,2,0,0,0,0,1,0,0,0,3,1,3,1,0,18,0,0,1,0,1,9,11,5,4,4,3,10,10,20230321,6007,2020,600700350,0
25926,60070035024018,9,5,3,1,2,2,5,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,6,1,1,0,0,2,7,4,0,0,0,6,3,20230321,6007,2020,600700350,0
25927,60070035024021,20,1,15,4,4,7,9,2,0,0,0,4,1,1,1,0,1,0,0,0,1,2,5,0,0,0,2,17,1,0,2,0,0,12,8,5,5,6,3,9,11,20230321,6007,2020,600700350,0
25928,60070035024022,9,2,4,3,2,5,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,4,1,0,2,0,2,4,5,2,0,4,1,8,1,20230321,6007,2020,600700350,0
25929,60070035024024,64,16,38,10,12,29,23,6,0,2,5,11,3,5,1,0,1,1,3,0,2,4,9,0,8,0,3,60,1,0,3,0,0,33,31,10,13,16,9,34,30,20230321,6007,2020,600700350,0
25930,60070035024026,9,2,5,2,3,2,4,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,7,0,0,1,0,1,6,3,2,1,2,2,4,5,20230321,6007,2020,600700350,0
25931,60070036001000,16,4,8,4,3,7,6,2,0,0,0,0,0,1,2,0,0,1,0,0,2,0,5,0,2,0,1,15,0,0,0,0,1,16,0,2,3,4,3,5,11,20230321,6007,2020,600700360,0
25932,60070036001001,10,0,7,3,2,3,5,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,2,1,0,10,0,0,0,0,0,1,9,4,3,1,2,8,2,20230321,6007,2020,600700360,0
25933,60070036001003,2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,1,20230321,6007,2020,600700360,0
25934,60070036001007,5,2,2,1,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,1,2,0,1,0,1,4,20230321,6007,2020,600700360,0
25935,60070036001008,8,2,6,0,1,3,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,8,0,0,0,0,0,5,3,1,2,2,1,6,2,20230321,6007,2020,600700360,0
25936,60070036001009,4,1,3,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,3,1,0,2,1,0,1,3,20230321,6007,2020,600700360,0
25937,60070036001010,12,3,6,3,4,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,9,2,0,1,0,0,12,0,2,3,3,1,2,10,20230321,6007,2020,600700360,0
25938,60070036001011,37,18,13,6,9,16,12,4,0,0,0,2,5,3,0,0,0,0,1,0,0,5,9,0,7,0,1,34,0,0,0,0,3,14,23,6,3,10,0,17,20,20230321,6007,2020,600700360,0
25939,60070036001012,29,7,13,9,7,9,13,5,0,0,1,2,2,2,3,0,1,0,2,0,0,2,4,0,4,0,1,29,0,0,0,0,0,12,17,6,6,6,4,15,14,20230321,6007,2020,600700360,0
25940,60070036001013,33,6,19,8,8,11,14,3,0,1,2,3,1,6,0,1,0,0,1,1,1,2,5,0,3,1,2,22,0,0,11,0,0,19,14,5,7,7,8,16,17,20230321,6007,2020,600700360,0
25941,60070036001014,8,2,4,2,3,4,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,2,0,0,5,3,3,1,2,0,5,3,20230321,6007,2020,600700360,0
